SE_NM,SGG_NM,SPOT_NM,STA_NM,GRDNT_VAL,SLANT_GRD_CD
갯바위,삼척시,갈남리,갈남해수욕장,62.34,D
갯바위,삼척시,갈남리,갈남해수욕장,62.65,D
갯벌,서천군,선도리,선도리갯벌,62.77,D
갯바위,삼척시,갈남리,갈남해수욕장,62.85,D
갯바위,부산시,이기대,이기대갯바위,62.88,D
해수욕장,포항시,오도1리,오도리 해수욕장,62.91,D
갯바위,삼척시,갈남리,갈남해수욕장,63.09,D
갯바위,삼척시,갈남리,갈남해수욕장,63.22,D
갯바위,삼척시,갈남리,갈남해수욕장,63.46,D
갯바위,부안군,격포리,채석강,63.53,D
갯벌,서천군,선도리,선도리갯벌,63.58,D
갯바위,삼척시,갈남리,갈남해수욕장,63.63,D
갯벌,서천군,선도리,선도리갯벌,63.64,D
갯벌,서천군,선도리,선도리갯벌,63.67,D
갯바위,부안군,격포리,채석강,63.87,D
갯벌,화성시,제부도,매바위,63.9,D
갯벌,서천군,선도리,선도리갯벌,63.91,D
갯바위,삼척시,갈남리,갈남해수욕장,63.98,D
갯벌,서천군,선도리,선도리갯벌,64.02,D
갯바위,부산시,이기대,이기대갯바위,64.07,D
갯바위,삼척시,갈남리,갈남해수욕장,64.09,D
갯바위,삼척시,갈남리,갈남해수욕장,64.15,D
갯바위,삼척시,갈남리,갈남해수욕장,64.16,D
갯벌,서천군,선도리,선도리갯벌,64.28,D
갯바위,부산시,이기대,이기대갯바위,64.36,D
갯벌,서천군,선도리,선도리갯벌,64.48,D
갯벌,서천군,선도리,선도리갯벌,64.52,D
갯바위,삼척시,갈남리,갈남해수욕장,64.89,D
갯바위,부산시,이기대,이기대갯바위,64.92,D
갯바위,부안군,격포리,채석강,64.98,D
갯바위,부산시,이기대,이기대갯바위,65.04,D
갯바위,삼척시,갈남리,갈남해수욕장,65.17,D
갯벌,서천군,선도리,선도리갯벌,65.37,D
갯바위,부산시,이기대,이기대갯바위,65.38,D
갯바위,삼척시,갈남리,갈남해수욕장,65.52,D
갯바위,부산시,이기대,이기대갯바위,65.74,D
갯벌,태안군,방포항,할미할아비바위,65.94,D
갯벌,서천군,선도리,선도리갯벌,65.95,D
갯바위,부산시,이기대,이기대갯바위,65.98,D
갯바위,삼척시,갈남리,갈남해수욕장,66.01,D
갯바위,삼척시,갈남리,갈남해수욕장,66.03,D
갯바위,삼척시,갈남리,갈남해수욕장,66.12,D
갯바위,부산시,이기대,이기대갯바위,66.46,D
갯바위,부산시,이기대,이기대갯바위,66.57,D
갯바위,삼척시,갈남리,갈남해수욕장,66.67,D
갯바위,삼척시,갈남리,갈남해수욕장,66.79,D
갯바위,부안군,격포리,채석강,67.34,D
갯바위,삼척시,갈남리,갈남해수욕장,67.38,D
갯바위,삼척시,갈남리,갈남해수욕장,67.77,D
갯바위,삼척시,갈남리,갈남해수욕장,67.77,D
해수욕장,포항시,오도1리,오도리 해수욕장,67.81,D
갯바위,삼척시,갈남리,갈남해수욕장,68.95,D
갯바위,삼척시,갈남리,갈남해수욕장,69.33,D
갯바위,부안군,격포리,채석강,69.45,D
갯바위,부산시,이기대,이기대갯바위,69.53,D
갯바위,삼척시,갈남리,갈남해수욕장,69.71,D
갯바위,삼척시,갈남리,갈남해수욕장,69.71,D
갯바위,삼척시,갈남리,갈남해수욕장,69.9,D
갯바위,삼척시,갈남리,갈남해수욕장,70.46,D
갯바위,삼척시,갈남리,갈남해수욕장,70.74,D
갯바위,삼척시,갈남리,갈남해수욕장,71.21,D
갯바위,부산시,이기대,이기대갯바위,71.66,D
갯바위,삼척시,갈남리,갈남해수욕장,71.74,D
갯바위,삼척시,갈남리,갈남해수욕장,72.05,D
갯바위,삼척시,갈남리,갈남해수욕장,72.74,D
갯바위,삼척시,갈남리,갈남해수욕장,74.13,D
갯바위,삼척시,갈남리,갈남해수욕장,74.18,D
갯바위,삼척시,갈남리,갈남해수욕장,74.2,D
갯바위,삼척시,갈남리,갈남해수욕장,76.21,D
갯바위,삼척시,갈남리,갈남해수욕장,76.61,D
갯바위,삼척시,갈남리,갈남해수욕장,77.23,D
갯바위,부안군,격포리,채석강,78.8,D
갯바위,삼척시,갈남리,갈남해수욕장,78.94,D
갯벌,태안군,방포항,할미할아비바위,80.84,E
갯벌,서천군,선도리,선도리갯벌,81.62,E
갯바위,부안군,격포리,채석강,87.2,E
